cia_id,cia_nome,doc_env,per_ini,per_fim,shares_outstanding,net_debt,ebit,roic
1562,BAUMER S.A.,2017-03-31 22:08:18,2016-01-01,2016-12-31,9800000.0,17698000.0,8793000.0,0.07590249123836817
1562,BAUMER S.A.,2018-03-28 22:31:03,2017-01-01,2017-12-31,9800000.0,16047000.0,2617000.0,0.022446756499438187
1562,BAUMER S.A.,2019-03-28 23:48:31,2018-01-01,2018-12-31,9800000.0,22666000.0,5165000.0,0.0407221981314306
1562,BAUMER S.A.,2020-03-30 21:11:15,2019-01-01,2019-12-31,9800000.0,17476000.0,8183000.0,0.06514971776151844
1562,BAUMER S.A.,2021-04-01 01:58:02,2020-01-01,2020-12-31,9800000.0,-12922000.0,17270000.0,0.15942176148584405
1562,BAUMER S.A.,2021-04-01 17:43:07,2020-01-01,2020-12-31,9800000.0,-12922000.0,17270000.0,0.15942176148584405
1562,BAUMER S.A.,2022-03-31 22:28:44,2021-01-01,2021-12-31,9800000.0,-22401000.0,11872000.0,0.10859662282065824
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2011-03-29 23:35:01,2010-01-01,2010-12-31,157388000.0,-106510000.0,34385000.0,0.13663167264028736
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2011-03-30 18:23:36,2010-01-01,2010-12-31,157388000.0,53285000.0,34385000.0,0.23627593125768748
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2012-04-23 15:19:17,2011-01-01,2011-12-31,157388.0,120313000.0,61642000.0,0.22314492365389768
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2013-03-27 18:31:08,2012-01-01,2012-12-31,157388.0,99265000.0,89037000.0,0.3037779043940784
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2014-03-28 21:25:13,2013-01-01,2013-12-31,157388.0,-25993000.0,71442000.0,0.3206221978880098
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2015-03-31 19:31:20,2014-01-01,2014-12-31,157388.0,-39930000.0,64629000.0,0.24755050292254305
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2016-03-24 19:33:53,2015-01-01,2015-12-31,157388.0,-76537000.0,1135911000.0,1.0001857885004843
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2018-03-23 19:07:05,2017-01-01,2017-12-31,157388.0,-78140000.0,11009000.0,0.011076054433540655
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2019-03-22 17:16:14,2018-01-01,2018-12-31,157388.0,-17667000.0,15506000.0,0.010755298576410758
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2020-03-20 16:02:40,2019-01-01,2019-12-31,157388.0,-15674000.0,9849000.0,0.004778523281534057
1694,BICICLETAS MONARK S.A.,2014-03-25 12:47:41,2013-01-01,2013-12-31,454750.0,-178836000.0,796000.0,0.12244270112290417
1694,BICICLETAS MONARK S.A.,2015-03-26 08:54:09,2014-01-01,2014-12-31,454750.0,-157796000.0,467000.0,0.01918100792705467
1694,BICICLETAS MONARK S.A.,2015-03-26 15:18:03,2014-01-01,2014-12-31,454750.0,-157796000.0,467000.0,0.01918100792705467
1694,BICICLETAS MONARK S.A.,2015-04-06 13:51:44,2014-01-01,2014-12-31,454750.0,-157796000.0,467000.0,0.01918100792705467
2100,CAMBUCI S.A.,2011-03-25 16:06:56,2010-01-01,2010-12-31,36960000.0,64944000.0,22303000.0,0.22382906977911143
2100,CAMBUCI S.A.,2012-03-23 10:06:41,2011-01-01,2011-12-31,36960000.0,105745000.0,20414000.0,0.13960390622862925
2100,CAMBUCI S.A.,2013-03-28 09:40:25,2012-01-01,2012-12-31,36960000.0,134710000.0,7210000.0,0.04388955173001534
2100,CAMBUCI S.A.,2014-03-28 20:41:40,2013-01-01,2013-12-31,38552000.0,140302000.0,27796000.0,0.17582723437094763
2100,CAMBUCI S.A.,2014-05-29 15:28:40,2013-01-01,2013-12-31,38552000.0,140302000.0,27796000.0,0.17582723437094763
2100,CAMBUCI S.A.,2015-03-30 19:59:29,2014-01-01,2014-12-31,38552000.0,133993000.0,45528000.0,0.27638288572677383
2100,CAMBUCI S.A.,2018-04-20 17:04:09,2017-01-01,2017-12-31,3855000.0,92876000.0,19946000.0,0.20027109794668407
2100,CAMBUCI S.A.,2019-03-15 18:35:02,2018-01-01,2018-12-31,3855000.0,53201000.0,28937000.0,0.37433217339559915
2100,CAMBUCI S.A.,2020-03-06 18:45:14,2019-01-01,2019-12-31,41980080.0,70079000.0,37944000.0,0.26340305304297723
2100,CAMBUCI S.A.,2021-02-12 18:11:58,2020-01-01,2020-12-31,42100080.0,65339000.0,15858000.0,0.09768146651554724
2100,CAMBUCI S.A.,2022-02-24 19:33:20,2021-01-01,2021-12-31,42275080.0,92117000.0,36092000.0,0.16624673536036555
2429,IRANI PAPEL E EMBALAGEM S.A.,2011-03-29 09:43:14,2010-01-01,2010-12-31,8104500000.0,284423000.0,83521000.0,0.1111312176253704
2429,IRANI PAPEL E EMBALAGEM S.A.,2011-03-29 10:26:36,2010-01-01,2010-12-31,8104000.0,284423000.0,83521000.0,0.1111312176253704
2429,IRANI PAPEL E EMBALAGEM S.A.,2012-03-07 09:48:16,2011-01-01,2011-12-31,8104000.0,288876000.0,58105000.0,0.07715176477773972
2429,IRANI PAPEL E EMBALAGEM S.A.,2013-03-20 09:50:14,2012-01-01,2012-12-31,162090000.0,310377000.0,75246000.0,0.09844030864149077
2429,IRANI PAPEL E EMBALAGEM S.A.,2014-02-28 09:31:58,2013-01-01,2013-12-31,166720000.0,495751000.0,109037000.0,0.11081086025089634
2429,IRANI PAPEL E EMBALAGEM S.A.,2015-02-27 09:39:58,2014-01-01,2014-12-31,166720000.0,608787000.0,99715000.0,0.09012465519173689
2429,IRANI PAPEL E EMBALAGEM S.A.,2016-02-29 09:41:01,2015-01-01,2015-12-31,166720000.0,776966000.0,93535000.0,0.07969962354954098
2429,IRANI PAPEL E EMBALAGEM S.A.,2017-02-24 09:02:57,2016-01-01,2016-12-31,166720000.0,719292000.0,71934000.0,0.061772805847695095
2429,IRANI PAPEL E EMBALAGEM S.A.,2018-04-27 08:54:11,2017-01-01,2017-12-31,166720000.0,686415000.0,5735000.0,0.005583486510062932
2429,IRANI PAPEL E EMBALAGEM S.A.,2019-03-01 08:47:15,2018-01-01,2018-12-31,166720000.0,692747000.0,117835000.0,0.11760977727651548
2429,IRANI PAPEL E EMBALAGEM S.A.,2020-03-13 17:44:55,2019-01-01,2019-12-31,166720000.0,728323000.0,205122000.0,0.192636460452248
2429,IRANI PAPEL E EMBALAGEM S.A.,2021-02-26 08:01:05,2020-01-01,2020-12-31,256720000.0,242015000.0,165515000.0,0.1609794052568872
2429,IRANI PAPEL E EMBALAGEM S.A.,2022-02-24 07:33:49,2021-01-01,2021-12-31,256720000.0,386053000.0,435824000.0,0.3243966651060558
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2011-05-13 10:29:26,2010-01-01,2010-12-31,1132357090.0,16901006000.0,4411373000.0,0.050455238532849125
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2011-05-18 17:42:56,2010-01-01,2010-12-31,1132357090.0,16901006000.0,4411373000.0,0.050455238532849125
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2011-11-09 08:35:34,2010-01-01,2010-12-31,1132357090.0,16901006000.0,4411373000.0,0.050455238532849125
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2012-03-20 11:09:39,2010-01-01,2010-12-31,1132357090.0,16901006000.0,4411373000.0,0.050455238532849125
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2012-04-17 23:43:24,2011-01-01,2011-12-31,1352634100.0,26103937000.0,4625627000.0,0.04477586440116726
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2017-03-27 23:39:46,2016-01-01,2016-12-31,1352634100.0,39132315000.0,17953406000.0,0.2157932831475351
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2018-03-27 00:10:25,2017-01-01,2017-12-31,1352634100.0,37623904000.0,4992898000.0,0.0621189274926298
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2019-03-27 23:58:16,2018-01-01,2018-12-31,1352634100.0,47265597000.0,18288411000.0,0.17708536987502582
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2020-03-27 23:45:58,2019-01-01,2019-12-31,1352634100.0,35117617000.0,8449632000.0,0.07933050549543529
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2021-03-19 23:02:11,2020-01-01,2020-12-31,1568930910.0,30155900000.0,8624292000.0,0.0829999508984912
2437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2022-03-18 23:05:02,2021-01-01,2021-12-31,1568931000.0,26541100000.0,13050695000.0,0.126757631646282
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2011-03-29 09:57:15,2010-01-01,2010-12-31,682415000.0,9924939000.0,3646795000.0,0.17040244526068601
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2011-04-20 21:46:48,2010-01-01,2010-12-31,682415000.0,9924939000.0,3646795000.0,0.17040244526068601
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2012-03-28 00:46:46,2011-01-01,2011-12-31,682415000.0,12557592000.0,4412165000.0,0.18155159913325933
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2013-03-28 04:04:17,2012-01-01,2012-12-31,852655000.0,12126696000.0,4082602000.0,0.16890665985733672
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2013-04-16 23:03:22,2012-01-01,2012-12-31,852655000.0,12126696000.0,4082602000.0,0.16890665985733672
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2014-03-21 19:23:06,2013-01-01,2013-12-31,1258842000.0,6321966000.0,4362471000.0,0.2300842132278021
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2014-04-04 17:11:41,2013-01-01,2013-12-31,1258842000.0,6321966000.0,4362471000.0,0.2300842132278021
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2015-03-27 00:09:31,2014-01-01,2014-12-31,1258842000.0,11627601000.0,5580398000.0,0.2435519952752537
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2016-03-30 02:07:19,2015-01-01,2015-12-31,1258842000.0,11815159000.0,4119528000.0,0.16601446135514272
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2016-11-12 03:13:18,2015-01-01,2015-12-31,1258842000.0,11815159000.0,4096653000.0,0.16516873978317398
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017-04-11 22:37:58,2016-01-01,2016-12-31,1258842000.0,13169960000.0,1805118000.0,0.06915013451216198
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018-03-29 09:13:25,2017-01-01,2017-12-31,1258842000.0,12309056000.0,2642407000.0,0.09919246049204496
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019-04-01 12:32:49,2018-01-01,2018-12-31,1458752000.0,13177473000.0,2495897000.0,0.08572016842510166
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2020-03-19 21:01:37,2019-01-01,2019-12-31,1458752000.0,13499935000.0,3109384000.0,0.10579446629557548
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2020-04-01 11:53:16,2019-01-01,2019-12-31,1458752000.0,13499935000.0,3109384000.0,0.10579446629557548
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2021-03-26 21:14:20,2020-01-01,2020-12-31,1518752000.0,9979891000.0,4706296000.0,0.17140456110681776
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2021-03-30 20:16:18,2020-01-01,2020-12-31,1518752000.0,9979891000.0,4706296000.0,0.17140456110681776
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2022-03-29 22:10:50,2021-01-01,2021-12-31,1693362000.0,8814667000.0,6951171000.0,0.24582914138530632
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2011-03-30 22:54:34,2010-01-01,2010-12-31,38571000.0,27697000.0,273039000.0,0.13872494924306628
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2012-03-30 19:53:21,2011-01-01,2011-12-31,38571000.0,-86459000.0,438832000.0,0.2101613354328778
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2012-04-03 16:28:27,2011-01-01,2011-12-31,38571000.0,-86459000.0,438832000.0,0.2101613354328778
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2014-03-28 22:44:57,2013-01-01,2013-12-31,38571000.0,17166000.0,145027000.0,0.06730953092598815
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2015-03-27 17:40:04,2014-01-01,2014-12-31,38571000.0,409564000.0,787005000.0,0.2858694917803054
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2016-03-29 17:21:45,2015-01-01,2015-12-31,38571000.0,220858000.0,95720000.0,0.03913990348325514
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2017-03-28 17:27:46,2016-01-01,2016-12-31,38571000.0,-129673000.0,93760000.0,0.04817667521336779
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2017-04-11 16:26:14,2016-01-01,2016-12-31,38571000.0,-129673000.0,93760000.0,0.04817667521336779
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2018-03-29 18:35:36,2017-01-01,2017-12-31,38571000.0,-81912000.0,305197000.0,0.1733752725347464
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2018-04-16 10:10:38,2017-01-01,2017-12-31,38571000.0,-81912000.0,305197000.0,0.1733752725347464
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2019-03-29 22:30:07,2018-01-01,2018-12-31,38571000.0,722003000.0,395680000.0,0.1568379366425155
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2019-04-18 14:14:43,2018-01-01,2018-12-31,38571000.0,722003000.0,395680000.0,0.1568379366425155
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2020-03-27 18:12:43,2019-01-01,2019-12-31,38571000.0,1095395000.0,497123000.0,0.1986490412260606
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2021-03-12 20:25:53,2020-01-01,2020-12-31,38571000.0,795247000.0,681635000.0,0.24520223649217648
2461,CENTRAIS ELET DE SANTA CATARINA S.A.,2022-03-11 20:43:15,2021-01-01,2021-12-31,38571000.0,1177877000.0,797370000.0,0.20987585431425076
2577,CESP - CIA ENERGETICA DE SAO PAULO,2021-02-11 18:28:47,2020-01-01,2020-12-31,327503000.0,1112178000.0,812726000.0,0.09770230805452641
2577,CESP - CIA ENERGETICA DE SAO PAULO,2021-02-18 13:50:35,2020-01-01,2020-12-31,327503000.0,1112178000.0,812726000.0,0.09770230805452641
2577,CESP - CIA ENERGETICA DE SAO PAULO,2021-03-01 16:00:27,2020-01-01,2020-12-31,327503000.0,1112178000.0,812726000.0,0.09770230805452641
2577,CESP - CIA ENERGETICA DE SAO PAULO,2021-03-29 09:49:35,2020-01-01,2020-12-31,327503000.0,1112178000.0,812726000.0,0.09770230805452641
2577,CESP - CIA ENERGETICA DE SAO PAULO,2022-03-28 07:19:11,2021-01-01,2021-12-31,327503000.0,1495398000.0,1319606000.0,0.14534770502348288
2909,CIA CACIQUE CAFE SOLUVEL,2012-03-26 17:23:28,2011-01-01,2011-12-31,24948000.0,236324000.0,7583000.0,0.016721021563348263
2909,CIA CACIQUE CAFE SOLUVEL,2012-03-28 09:56:51,2011-01-01,2011-12-31,24948000.0,236324000.0,7583000.0,0.016721021563348263
2909,CIA CACIQUE CAFE SOLUVEL,2013-03-26 08:25:27,2012-01-01,2012-12-31,24948000.0,263599000.0,52573000.0,0.107015997541032
2909,CIA CACIQUE CAFE SOLUVEL,2014-03-25 09:45:29,2013-01-01,2013-12-31,24948000.0,178606000.0,104535000.0,0.23527227304952567
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2011-03-28 19:06:21,2010-01-01,2010-12-31,88320000.0,-383574.0,125956.0,0.19463545642505925
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2011-03-29 09:47:43,2010-01-01,2010-12-31,88320000.0,-383574000.0,125956000.0,0.19463545642505925
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2012-03-12 19:53:04,2011-01-01,2011-12-31,88320000.0,-330967000.0,62327000.0,0.08135207840874828
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2013-03-15 21:28:27,2012-01-01,2012-12-31,88320000.0,-257389000.0,69968000.0,0.07726660335269563
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2014-03-20 19:16:51,2013-01-01,2013-12-31,88320000.0,-223555000.0,76466000.0,0.07688162204879578
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2015-02-27 17:58:50,2014-01-01,2014-12-31,88320000.0,-234656000.0,74286000.0,0.07120796452542402
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2016-03-04 18:18:23,2015-01-01,2015-12-31,88320000.0,-64991000.0,215687000.0,0.16919440722692713
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2017-03-10 18:37:46,2016-01-01,2016-12-31,88320000.0,-237291000.0,4814000.0,0.004297627199141546
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2018-03-05 18:35:51,2017-01-01,2017-12-31,88320000.0,-447629000.0,246014000.0,0.2288653483160283
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2019-03-07 18:18:57,2018-01-01,2018-12-31,88320000.0,104570000.0,375574000.0,0.20260939695795133
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2019-03-11 14:23:14,2018-01-01,2018-12-31,88320000.0,104570000.0,375574000.0,0.20260939695795133
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2020-03-03 18:32:35,2019-01-01,2019-12-31,88320000.0,320043000.0,179242000.0,0.08305100138262343
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2021-03-02 19:16:42,2020-01-01,2020-12-31,88320000.0,246325000.0,278897000.0,0.1381943859475262
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2021-03-02 22:38:55,2020-01-01,2020-12-31,88320000.0,246325000.0,278897000.0,0.1381943859475262
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2021-03-03 18:13:33,2020-01-01,2020-12-31,88320000.0,246325000.0,278897000.0,0.1381943859475262
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2022-03-04 18:20:09,2021-01-01,2021-12-31,88320000.0,-196923000.0,800842000.0,0.36848173976099635
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2011-03-31 00:50:19,2010-01-01,2010-12-31,3569059.0,201845000.0,28091000.0,0.0556224382709938
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2011-04-06 19:11:10,2010-12-01,2010-12-31,3569059.0,201845000.0,28594000.0,0.05662907106855338
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2011-04-07 08:59:09,2010-01-01,2010-12-31,3569059.0,201845000.0,28594000.0,0.05662907106855338
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2012-03-13 17:33:11,2011-01-01,2011-12-31,10000000.0,229026000.0,42593000.0,0.07886949952226115
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2013-03-26 11:29:40,2012-01-01,2012-12-31,10000000.0,219301000.0,31421000.0,0.05812535957215769
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2013-03-26 18:27:36,2012-01-01,2012-12-31,10000000.0,219301000.0,31421000.0,0.05812535957215769
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2013-04-19 16:39:34,2012-01-01,2012-12-31,10000000.0,219301000.0,31421000.0,0.05812535957215769
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2014-03-25 09:05:27,2013-01-01,2013-12-31,10000000.0,259317000.0,39677000.0,0.06731955282049194
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2015-03-24 11:42:46,2014-01-01,2014-12-31,10000000.0,279554000.0,12654000.0,0.021187958997096575
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2018-03-28 09:16:16,2017-01-01,2017-12-31,10000000.0,223525000.0,83712000.0,0.21659887602074082
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2019-03-27 08:22:55,2018-01-01,2018-12-31,10000000.0,248894000.0,63110000.0,0.13791671674734207
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2019-03-29 18:40:44,2018-01-01,2018-12-31,10000000.0,248894000.0,63110000.0,0.13791671674734207
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2020-03-27 08:49:25,2019-01-01,2019-12-31,10000000.0,217275000.0,15708000.0,0.038121587186021114
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2021-03-30 09:02:46,2020-01-01,2020-12-31,10000000.0,193764000.0,1139000.0,0.0033243924008884503
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2022-03-29 08:31:58,2021-01-01,2021-12-31,10000000.0,206728000.0,44580000.0,0.12608714097832083
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2022-03-31 11:19:14,2021-01-01,2021-12-31,10000000.0,206728000.0,44580000.0,0.12608714097832083
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2011-03-30 20:20:00,2010-01-01,2010-12-31,116675000.0,351196000.0,50338000.0,0.020383256073107286
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2011-04-18 15:37:27,2010-01-01,2010-12-31,116675000.0,351196000.0,50338000.0,0.020383256073107286
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2012-03-31 21:54:18,2011-01-01,2011-12-31,116675000.0,745100000.0,75478000.0,0.030764740911871844
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2013-03-28 19:00:44,2012-01-01,2012-12-31,116675000.0,620949000.0,120591000.0,0.05307373089962287
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2014-03-27 19:16:19,2013-01-01,2013-12-31,122546000.0,743579000.0,91029000.0,0.03769063938568096
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2015-03-30 20:37:55,2014-01-01,2014-12-31,122546000.0,885998000.0,44905000.0,0.018057691317831453
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2016-03-31 18:55:01,2015-01-01,2015-12-31,30636000.0,949101000.0,36493000.0,0.014902687204466927
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2017-04-28 21:56:07,2016-01-01,2016-12-31,30636000.0,1141269000.0,54194000.0,0.022075893266310778
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2017-05-03 19:15:32,2016-01-01,2016-12-31,30636000.0,1141269000.0,54194000.0,0.022075893266310778
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2018-03-29 18:27:56,2017-01-01,2017-12-31,30636000.0,1179247000.0,271439000.0,0.10199707429949088
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2019-04-11 21:00:46,2018-01-01,2018-12-31,30636000.0,1347143000.0,462087000.0,0.14677247117670936
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2020-04-09 22:15:44,2019-01-01,2019-12-31,30636000.0,1307208000.0,31854000.0,0.010287138203022263
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2021-03-31 22:08:37,2020-01-01,2020-12-31,30636000.0,1341555000.0,42015000.0,0.014834788859802684
